"PSP","sample_id","trial_id","files","sample_type","rationale","sample_date","files.1","report_date","amplicon","reads_aligned","percent_aligned","average_coverage","percent50x_coverage","number_mutations","predicted_variant","error","command_sam","command_bam","command_filt1","command_qual","command_sort","command_index","command_pileup1","command_pileup2","command_var1","command_var2","command_consensus","version_bwa","version_samtools","version_bcftools","version_bbmap"
"PSP0128","1-T20_0_3H_S93",NA,"1-T20_0_3H_S93_RX_001.fastq.gz","T20","pilot","2024-08-07",NA,"09/19/2024","T20",35560,0,NA,2000,NA,NA,"","bwa mem -M T20.fasta 00_Raw-Data/1-T20_0_3H_S93_R1_001.fastq.gz 00_Raw-Data/1-T20_0_3H_S93_R2_001.fastq.gz >  ./temp_Sam-Files/1-T20_0_3H_S93_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T20_0_3H_S93_genome.sam > ./01_Bam-Files/1-T20_0_3H_S93_genome.bam","samtools view -h ./01_Bam-Files/1-T20_0_3H_S93_genome.bam > ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.bam > ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_0_3H_S93_covstats.txt basecov=./02_Variant-Calling/1-T20_0_3H_S93_basecov.txt countgc=f overwrite=t 2> PSP0128.txt","samtools mpileup ./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.sorted.bam -f ./T20.fasta > ./02_Variant-Calling/1-T20_0_3H_S93_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T20_0_3H_S93_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_0_3H_S93_allVariants.vcf shist=./02_Variant-Calling/1-T20_0_3H_S93_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0135","1-T9_0_12H_S6",NA,"1-T9_0_12H_S6_RX_001.fastq.gz","T9","pilot","2024-08-07",NA,"09/19/2024","T9",106550,0,NA,4512300,NA,NA,"","bwa mem -M T9.fasta 00_Raw-Data/1-T9_0_12H_S6_R1_001.fastq.gz 00_Raw-Data/1-T9_0_12H_S6_R2_001.fastq.gz >  ./temp_Sam-Files/1-T9_0_12H_S6_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T9_0_12H_S6_genome.sam > ./01_Bam-Files/1-T9_0_12H_S6_genome.bam","samtools view -h ./01_Bam-Files/1-T9_0_12H_S6_genome.bam > ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.bam > ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.sorted.bam ref=T9.fasta out=./02_Variant-Calling/1-T9_0_12H_S6_covstats.txt basecov=./02_Variant-Calling/1-T9_0_12H_S6_basecov.txt countgc=f overwrite=t 2> PSP0135.txt","samtools mpileup ./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.sorted.bam -f ./T9.fasta > ./02_Variant-Calling/1-T9_0_12H_S6_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T9_0_12H_S6_genome.filt.qual.sorted.bam ref=T9.fasta out=./02_Variant-Calling/1-T9_0_12H_S6_allVariants.vcf shist=./02_Variant-Calling/1-T9_0_12H_S6_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0098","1-T16_6M_S56",NA,"1-T16_6M_S56_RX_001.fastq.gz","T16","pilot","2024-08-07",NA,"09/19/2024","T16",183648,0,NA,2703100,NA,NA,"","bwa mem -M T16.fasta 00_Raw-Data/1-T16_6M_S56_R1_001.fastq.gz 00_Raw-Data/1-T16_6M_S56_R2_001.fastq.gz >  ./temp_Sam-Files/1-T16_6M_S56_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T16_6M_S56_genome.sam > ./01_Bam-Files/1-T16_6M_S56_genome.bam","samtools view -h ./01_Bam-Files/1-T16_6M_S56_genome.bam > ./01_Bam-Files/1-T16_6M_S56_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T16_6M_S56_genome.filt.bam > ./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_6M_S56_covstats.txt basecov=./02_Variant-Calling/1-T16_6M_S56_basecov.txt countgc=f overwrite=t 2> PSP0098.txt","samtools mpileup ./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.sorted.bam -f ./T16.fasta > ./02_Variant-Calling/1-T16_6M_S56_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T16_6M_S56_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_6M_S56_allVariants.vcf shist=./02_Variant-Calling/1-T16_6M_S56_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0105","1-T17_6M_S64",NA,"1-T17_6M_S64_RX_001.fastq.gz","T17","pilot","2024-08-07",NA,"09/19/2024","T17",7470,0,NA,2000,NA,NA,"","bwa mem -M T17.fasta 00_Raw-Data/1-T17_6M_S64_R1_001.fastq.gz 00_Raw-Data/1-T17_6M_S64_R2_001.fastq.gz >  ./temp_Sam-Files/1-T17_6M_S64_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T17_6M_S64_genome.sam > ./01_Bam-Files/1-T17_6M_S64_genome.bam","samtools view -h ./01_Bam-Files/1-T17_6M_S64_genome.bam > ./01_Bam-Files/1-T17_6M_S64_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T17_6M_S64_genome.filt.bam > ./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_6M_S64_covstats.txt basecov=./02_Variant-Calling/1-T17_6M_S64_basecov.txt countgc=f overwrite=t 2> PSP0105.txt","samtools mpileup ./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.sorted.bam -f ./T17.fasta > ./02_Variant-Calling/1-T17_6M_S64_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T17_6M_S64_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_6M_S64_allVariants.vcf shist=./02_Variant-Calling/1-T17_6M_S64_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0112","1-T18_0_3M_S70",NA,"1-T18_0_3M_S70_RX_001.fastq.gz","T18","pilot","2024-08-07",NA,"09/19/2024","T18",1338246,0,NA,2356600,NA,NA,"","bwa mem -M T18.fasta 00_Raw-Data/1-T18_0_3M_S70_R1_001.fastq.gz 00_Raw-Data/1-T18_0_3M_S70_R2_001.fastq.gz >  ./temp_Sam-Files/1-T18_0_3M_S70_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T18_0_3M_S70_genome.sam > ./01_Bam-Files/1-T18_0_3M_S70_genome.bam","samtools view -h ./01_Bam-Files/1-T18_0_3M_S70_genome.bam > ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.bam > ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_0_3M_S70_covstats.txt basecov=./02_Variant-Calling/1-T18_0_3M_S70_basecov.txt countgc=f overwrite=t 2> PSP0112.txt","samtools mpileup ./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.sorted.bam -f ./T18.fasta > ./02_Variant-Calling/1-T18_0_3M_S70_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T18_0_3M_S70_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_0_3M_S70_allVariants.vcf shist=./02_Variant-Calling/1-T18_0_3M_S70_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0119","1-T19_0_25DCA_S85",NA,"1-T19_0_25DCA_S85_RX_001.fastq.gz","T19","pilot","2024-08-07",NA,"09/19/2024","T19",23986,0,NA,593900,NA,NA,"","bwa mem -M T19.fasta 00_Raw-Data/1-T19_0_25DCA_S85_R1_001.fastq.gz 00_Raw-Data/1-T19_0_25DCA_S85_R2_001.fastq.gz >  ./temp_Sam-Files/1-T19_0_25DCA_S85_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T19_0_25DCA_S85_genome.sam > ./01_Bam-Files/1-T19_0_25DCA_S85_genome.bam","samtools view -h ./01_Bam-Files/1-T19_0_25DCA_S85_genome.bam > ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.bam > ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_0_25DCA_S85_covstats.txt basecov=./02_Variant-Calling/1-T19_0_25DCA_S85_basecov.txt countgc=f overwrite=t 2> PSP0119.txt","samtools mpileup ./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.sorted.bam -f ./T19.fasta > ./02_Variant-Calling/1-T19_0_25DCA_S85_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T19_0_25DCA_S85_genome.filt.qual.sorted.bam ref=T19.fasta out=./02_Variant-Calling/1-T19_0_25DCA_S85_allVariants.vcf shist=./02_Variant-Calling/1-T19_0_25DCA_S85_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0126","1-T20_0_12H_S92",NA,"1-T20_0_12H_S92_RX_001.fastq.gz","T20","pilot","2024-08-07",NA,"09/19/2024","T20",30006,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T20.fasta 00_Raw-Data/1-T20_0_12H_S92_R1_001.fastq.gz 00_Raw-Data/1-T20_0_12H_S92_R2_001.fastq.gz >  ./temp_Sam-Files/1-T20_0_12H_S92_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T20_0_12H_S92_genome.sam > ./01_Bam-Files/1-T20_0_12H_S92_genome.bam","samtools view -h ./01_Bam-Files/1-T20_0_12H_S92_genome.bam > ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.bam > ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_0_12H_S92_covstats.txt basecov=./02_Variant-Calling/1-T20_0_12H_S92_basecov.txt countgc=f overwrite=t 2> PSP0126.txt","samtools mpileup ./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.sorted.bam -f ./T20.fasta > ./02_Variant-Calling/1-T20_0_12H_S92_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T20_0_12H_S92_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_0_12H_S92_allVariants.vcf shist=./02_Variant-Calling/1-T20_0_12H_S92_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0133","1-T20_NT_S87",NA,"1-T20_NT_S87_RX_001.fastq.gz","T20","pilot","2024-08-07",NA,"09/19/2024","T20",16506,0,NA,15600,NA,NA,"","bwa mem -M T20.fasta 00_Raw-Data/1-T20_NT_S87_R1_001.fastq.gz 00_Raw-Data/1-T20_NT_S87_R2_001.fastq.gz >  ./temp_Sam-Files/1-T20_NT_S87_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T20_NT_S87_genome.sam > ./01_Bam-Files/1-T20_NT_S87_genome.bam","samtools view -h ./01_Bam-Files/1-T20_NT_S87_genome.bam > ./01_Bam-Files/1-T20_NT_S87_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T20_NT_S87_genome.filt.bam > ./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_NT_S87_covstats.txt basecov=./02_Variant-Calling/1-T20_NT_S87_basecov.txt countgc=f overwrite=t 2> PSP0133.txt","samtools mpileup ./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.sorted.bam -f ./T20.fasta > ./02_Variant-Calling/1-T20_NT_S87_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T20_NT_S87_genome.filt.qual.sorted.bam ref=T20.fasta out=./02_Variant-Calling/1-T20_NT_S87_allVariants.vcf shist=./02_Variant-Calling/1-T20_NT_S87_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0064","1-T11_NT_S15",NA,"1-T11_NT_S15_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",424142,0,NA,1252100,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_NT_S15_R1_001.fastq.gz 00_Raw-Data/1-T11_NT_S15_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_NT_S15_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_NT_S15_genome.sam > ./01_Bam-Files/1-T11_NT_S15_genome.bam","samtools view -h ./01_Bam-Files/1-T11_NT_S15_genome.bam > ./01_Bam-Files/1-T11_NT_S15_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_NT_S15_genome.filt.bam > ./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_NT_S15_covstats.txt basecov=./02_Variant-Calling/1-T11_NT_S15_basecov.txt countgc=f overwrite=t 2> PSP0064.txt","samtools mpileup ./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_NT_S15_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_NT_S15_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_NT_S15_allVariants.vcf shist=./02_Variant-Calling/1-T11_NT_S15_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0071","1-T12-T14_blank_media_S44",NA,"1-T12-T14_blank_media_S44_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",46,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T12.fasta 00_Raw-Data/1-T12-T14_blank_media_S44_R1_001.fastq.gz 00_Raw-Data/1-T12-T14_blank_media_S44_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12-T14_blank_media_S44_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12-T14_blank_media_S44_genome.sam > ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.bam","samtools view -h ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.bam > ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.bam > ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12-T14_blank_media_S44_covstats.txt basecov=./02_Variant-Calling/1-T12-T14_blank_media_S44_basecov.txt countgc=f overwrite=t 2> PSP0071.txt","samtools mpileup ./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12-T14_blank_media_S44_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12-T14_blank_media_S44_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12-T14_blank_media_S44_allVariants.vcf shist=./02_Variant-Calling/1-T12-T14_blank_media_S44_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0078","1-T13_NT_S30",NA,"1-T13_NT_S30_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",21026,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T13.fasta 00_Raw-Data/1-T13_NT_S30_R1_001.fastq.gz 00_Raw-Data/1-T13_NT_S30_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_NT_S30_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_NT_S30_genome.sam > ./01_Bam-Files/1-T13_NT_S30_genome.bam","samtools view -h ./01_Bam-Files/1-T13_NT_S30_genome.bam > ./01_Bam-Files/1-T13_NT_S30_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_NT_S30_genome.filt.bam > ./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_NT_S30_covstats.txt basecov=./02_Variant-Calling/1-T13_NT_S30_basecov.txt countgc=f overwrite=t 2> PSP0078.txt","samtools mpileup ./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_NT_S30_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_NT_S30_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_NT_S30_allVariants.vcf shist=./02_Variant-Calling/1-T13_NT_S30_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0085","1-T14_NT_S37",NA,"1-T14_NT_S37_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",26498,0,NA,3800,NA,NA,"","bwa mem -M T14.fasta 00_Raw-Data/1-T14_NT_S37_R1_001.fastq.gz 00_Raw-Data/1-T14_NT_S37_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_NT_S37_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_NT_S37_genome.sam > ./01_Bam-Files/1-T14_NT_S37_genome.bam","samtools view -h ./01_Bam-Files/1-T14_NT_S37_genome.bam > ./01_Bam-Files/1-T14_NT_S37_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_NT_S37_genome.filt.bam > ./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_NT_S37_covstats.txt basecov=./02_Variant-Calling/1-T14_NT_S37_basecov.txt countgc=f overwrite=t 2> PSP0085.txt","samtools mpileup ./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_NT_S37_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_NT_S37_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_NT_S37_allVariants.vcf shist=./02_Variant-Calling/1-T14_NT_S37_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0092","1-T15_NT_S45",NA,"1-T15_NT_S45_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",98682,0,NA,2461900,NA,NA,"","bwa mem -M T15.fasta 00_Raw-Data/1-T15_NT_S45_R1_001.fastq.gz 00_Raw-Data/1-T15_NT_S45_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_NT_S45_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_NT_S45_genome.sam > ./01_Bam-Files/1-T15_NT_S45_genome.bam","samtools view -h ./01_Bam-Files/1-T15_NT_S45_genome.bam > ./01_Bam-Files/1-T15_NT_S45_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_NT_S45_genome.filt.bam > ./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_NT_S45_covstats.txt basecov=./02_Variant-Calling/1-T15_NT_S45_basecov.txt countgc=f overwrite=t 2> PSP0092.txt","samtools mpileup ./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_NT_S45_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_NT_S45_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_NT_S45_allVariants.vcf shist=./02_Variant-Calling/1-T15_NT_S45_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
